,sentence1,sentence2,score
1745,علم جوياى يقين باشد بدان‏  و آن يقين جوياى ديد است و عيان‏,علم نيرنجات و سحر و فلسفه‏  گر چه نشناسند حق المعرفه‏,4
1746,خوف و رجا,لرزلرزان و به ترس و احتياط  مى‏نهد پا تا نيفتد در خباط,3.5
1747,عاقبت بینی,هين گلوى خود مبر هان اى مهان‏  اين چنين لقمه رسيده تا دهان‏,3.5
1748,دعا,ياد آور چه دعا مى‏گفته‏اى‏  چون ز مكر نفس مى‏آشفته‏اى‏,3.5
1749,دوست نمای فرعی,كرد مجنون را ز عشق پوستى‏  كاو بشناسد عدو از دوستى‏,4
1750,هوش کلی و جزوی,عقل جزوى عقل را بد نام كرد  كام دنيا مرد را بى‏كام كرد,3.5
1751,نشانۀ دوستی,قهر گردد دشمن اما دوست نى‏  دوست كى گردد ببسته گردنى‏,4
1752,مکر الهی,آن وجعها را بدو منسوب دار  گر چه هست آن جمله صنع كردگار,3
1753,تاویل,خود چه جاى ترك و تاجيك است و زنگ‏  فهم كرده ست آن ندا را چوب و سنگ‏,3
1754,عنایات حق,غير حق را گر نباشد اختيار  خشم چون مى‏آيدت بر جرم دار,2.5
1755,اتحاد ظاهر و مظهر,داد دریا چون ز خم ما بود  چه عجب در ماهیی دریا بود,5
1756,ظلم,نیز روزی با خدا زاری نکرد  یاربی نامد از او روزی به درد,4
1757,ظلم,ظالم است او بر خود و بر جان خود  ظلم بين كز عدلها گو مى‏برد,3.5
1758,عشق آن شعله‌ست کو چون بر فروخت  هرچه جز معشوق باقی جمله سوخت,"اين ز عشقش خويش در چه مى‏كند		و آن به كين از بهر او چه مى‏كند
",2.5
1759,هوشیاری,چون كه هوشش رفت از تن بى‏امان‏  سر او با حق بپيوست آن زمان‏,2.5
1760,سبب و اسباب ,"هست افزونى هر ذاتى دليل‏		كاو بود حادث به علتها عليل‏
",1
1761,وحدت وجود,"وحدتى كه ديد با چندين هزار		صد هزاران جنبش از عين قرار
",1
1762,سجود (سجده),سجده خود را مى‏كند هر لحظه او  سجده پيش آينه‏ست از بهر رو,4
1763,ضرورت پیروی از پیر,آن نخواهد كاين بود بر پشت خاك‏  تا ملك بكشد پدر را ز اشتراك‏,2.5
1764,آن جمال و قدرت و فضل و هنر  ز آفتاب حسن کرد این سو سفر," 
",0
1765,جوشش خون,آن که کشتستم پی مادون من  می نداند که نخسپد خون من,5
1766,هیچ کنجی بی دد و بی دام نیست  جز به خلوتگاه حق آرام نیست,فكر و انديشه‏ست مثل ناودان‏  وحى و مكشوف است ابر و آسمان‏,4.5
1767,سخن ناقص  سخن شر,گر روا بد ناله كردم از عدم‏  ور نبود اين گفتنى نك تن زدم‏,3
1768,وهم و فهم ,در وجود از سر حق و ذات او  دورتر از فهم و استبصار كو,4
1769,بس عداوتها كه آن يارى بود  بس خرابيها كه معمارى بود,تا شود زفت و نمايد آن عظيم‏  چون در آيد سوى محفل در حطيم‏,1
1770,قهر و لطف,قهر را از لطف داند هر كسى‏  خواه دانا خواه نادان يا خسى‏,5
1771,هوش جزوی و کلی,عقل تو افزون شود بر ديگران‏  ليك تو باشى ز حفظ آن گران‏,2.5
1772,عشق و عقل,چون ببازى عقل در عشق صمد  عشر امثالت دهد يا هفت صد,4.5
1773,ای تقاضاگر! درون همچون جنین  چون تقاضا میکنی اتمام این,ور ضرورت هست هم پرهيز به‏  ور خورى بارى ضمان آن بده‏,2.5
1774,هوش جزوی و کلی,هوش را توزيع كردى بر جهات‏  مى‏نيرزد تره‏اى آن ترهات‏,4
1775,عنایات حق,حق به دور و نوبت اين تاييد را  مى‏نمايد اهل ظن و ديد را,2
1776,غربت,صبر كن با فقر و بگذار اين ملال‏  ز آن كه در فقر است عز ذو الجلال‏,1
1777,راز هستی,"هر كه خود را از هوا خود باز كرد		چشم خود را آشناى راز كرد
",2
1778,در هوایت بی قرارم روز و شب  سر ز پایت بر ندارم روز و شب,"عشق معشوقان دو رخ افروخته‏		عشق عاشق جان او را سوخته‏
",3
1779,عشق مجازی و حقیقی,عاشق آن وهم اگر صادق بود  آن مجاز او حقيقت كش شود,3.5
1780,توکل, ,0
1781,آواز مطرب و آواز اولیاء,گويد اين آواز ز آوازها جداست‏  زنده كردن كار آواز خداست‏,4
1782,عشق و معشوق,"عاشقم من كشته‏ى قربان لا		جان من نوبتگه طبل بلا
",3.5
1783,ای رهیده جان تو از ما و من  ای لطیفه روح اندر مرد و زن,اى سرافيل قيامت گاه عشق‏  اى تو عشق عشق و اى دل خواه عشق‏,3.5
1784,دوست نمای فرعی,رو كسى جو كه ترا او هست دوست‏  دوست بهر دوست لا شك خير جوست‏,3
1785,پیوند عشق و بقا ,عشق نان مرده را می جان کند  جان که فانی بود جاویدان کند,4
1786,آتشی افتاد در عهد عمر  همچو چوب خشک میخورد او حجر,شحنه‏ى تقدير گويد راست گو  آن چه بردى شرح واده مو به مو,4
1787,در گذر از نام و بنگر در صفات‏  تا صفاتت ره نمايد سوى ذات‏,ز انكه هست اندر طريق مفتتن‏  علم كمتر از يقين و فوق ظن‏,4
1788,مشورت  مصاحبت و همنشینی,اندر اين نشات نگر صديق را  تا به حشر افزون كنى تصديق را,2
1789,امتحان,امتحان بر امتحان است اى پدر  هين به كمتر امتحان خود را مخر,4
1790,نشانۀ دوستی,جوش نطق از دل نشان دوستى است‏  بستگى نطق از بى‏الفتى است‏,4
1791,آن که در خلوت نظر بردوخته است  آخر آن را هم ز یار آموخته ست,چون ترا ذكر و دعا دستور شد  ز آن دعاكردن دلت مغرور شد,3.5
1792,جسم و جان  صورت و معنی,رو و سر در جامه ها پیچیده اید  لاجرم با دیده و نادیده اید,4
1793,گفت رو من يافتم دار السرور  وارهيدم از چه دار الغرور,رستم زال ار بود وز حمزه بيش‏  هست در فرمان اسير زال خويش‏,1
1794,ضرورت پیروی از پیر و اولیا,كه چنين پيران با شيب و وقار  مى‏كندشان اين پيمبر شرمسار,3
1795,مرگ,تا امیری را دهد جانی دگر  تا دهد نخل خلافت را ثمر,5
1796,ضرورت پیروی از پیر و انبیاء,قصه‏ى شاه و اميران و حسد  بر غلام خاص و سلطان خرد,3
1797,وهم و فهم ,راه كن در اندرونها خويش را  دور كن ادراك غير انديش را,2
1798,غذا و طعام,عاشق از خود چون غذا يابد رحيق‏  عقل آن جا گم شود گم اى رفيق‏,4
1799,تقلید,چون پيمبر از برون بانگى زند  جان امت در درون سجده كند,2
1800,عنایات حق,اى ضياء الحق تو ديدى حال او  حق نمودت پاسخ افعال او,4
1801,پیوند عشق مجازی با عشق حقیقی,شرح عشق ار من بگويم بر دوام‏  صد قيامت بگذرد و آن ناتمام‏,2
1802,ضد,بر کف دریا فرس را راندن  نامه یی در نور برقی خواندن,5
1803,نتیجۀ صبر,صبر را سلم كنم سوى درج‏  تا بر آيم صبر مفتاح الفرج‏,3
1804,عشق,شادباش ای عشق خوش سودای ما    ای طبیب جمله علت های ما,5
1805,مفهوم درد,"رنج معقولت شود محسوس و فاش‏		تا نگيرى اين اشارت را به لاش‏
",2
1806,وهم و خیال,نه خيال و نه حقيقت را امان‏  زين چنين آتش كه شعله زد ز جان‏,4
1807,فنا و عشق,عشق او پيدا و معشوقش نهان‏  يار بيرون فتنه‏ى او در جهان‏,3
1808,ضرورت پیروی از پیر,معنى مردن ز طوطى بد نياز  در نياز و فقر خود را مرده ساز,4
1809,حكمت حق در قضا و در قدر  كرد ما را عاشقان همدگر,چون تضرع را بر حق قدرهاست‏  و آن بها كانجاست زارى را كجاست‏,3
1810,ضد,كه ز ضدها ضدها آمد پديد  در سويدا روشنايى آفريد,4
1811,درهوایت بی قرارم روز و شب  سر ز پایت بر ندارم روز و شب,"هديه‏ى شاعر چه باشد شعر نو		پيش محسن آرد و بنهد گرو
",0
1812,قضا و قدر,سوى ديوان قضا پويان شوند  نقد نيك و بد به كوره مى‏روند,2.5
1813,سرپوشی  رازداری,در نیابد حال پخته هیچ خام  پس سخن کوتاه باید والسلام,5
1814,مفهوم درد,"تو كه بى‏دردى همى‏انديش اين‏		نيست صاحب درد را اين فكر هين‏
",2.5
1815,هوش کلی و جزوی,عجز از ادراك ماهيت عمو  حالت عامه بود مطلق مگو,2
1816,معجره,مى‏فروشى هر زمانى در كان‏  همچو طفلى مى‏ستانى گردكان‏,1
1817,تزکیۀ نفس، کشتن نفس,موت را چون زندگى قابل شده‏  با هلاك جان خود يكدل شده‏,2
1818,عشق,تا خیال دوست در اسرار ماست  چاکری و جانسپاری کار ماست,3
1819,تقلید,از يكى ما تا به صد اين ديده‏ايم‏  نه به تقليد از كسى بشنيده‏ايم‏,3.5
1820,رزق و روزی,"آن چنان كه عاشقى بر رزق زار		هست عاشق رزق هم بر رزق خوار
",3
1821,معجره,آفتابى كز وى اين عالم فروخت‏  اندكى گر پيش آيد جمله سوخت‏,2
1822,فنا و بقا,ليك مى‏خواهى كه در افعال ما  باز جويى حكمت و سر بقا,4
1823,هوش جزوی و کلی,هوش را توزيع كردى بر جهات‏  مى‏نيرزد تره‏اى آن ترهات‏,4
1824,نبوت، رسالت,"جز ز يك رو نيست پيوسته به كل‏		ور نه خود باطل بدى بعث رسل‏
",2.5
